epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
162,7460.46,0.57518,0.68048,1.01418,0.0868,0.99171,0.99579,0.99388,0.90604,0.47096,0.50986,1.03127,0.08258,0.00100016,0.00100016,0.00100016
163,7538.86,0.56529,0.66183,1.03012,0.08871,0.9911,0.99558,0.99457,0.9073,0.45948,0.51218,1.02172,0.08028,0.000955951,0.000955951,0.000955951
164,7544.78,0.57777,0.67279,1.03339,0.08727,0.99521,0.99413,0.99444,0.90794,0.47098,0.51354,1.0182,0.08054,0.000912754,0.000912754,0.000912754
165,7549.52,0.58376,0.6887,1.00718,0.09402,0.99104,0.99604,0.99437,0.90818,0.46427,0.50197,1.02452,0.08155,0.000870577,0.000870577,0.000870577
166,7563.37,0.57539,0.67712,1.03045,0.09263,0.99231,0.99497,0.99441,0.91072,0.45551,0.50026,1.01835,0.08072,0.000829431,0.000829431,0.000829431
167,7739.47,0.59115,0.70398,1.01746,0.09007,0.99272,0.99446,0.99438,0.90617,0.46055,0.51248,1.01717,0.07845,0.000789327,0.000789327,0.000789327
168,7775.73,0.56779,0.65589,1.02352,0.08567,0.99183,0.99452,0.99455,0.90721,0.46261,0.51853,1.01998,0.07835,0.000750274,0.000750274,0.000750274
169,7803.06,0.56959,0.66352,1.03021,0.08574,0.99203,0.99434,0.99458,0.90727,0.45878,0.51361,1.01586,0.07971,0.000712282,0.000712282,0.000712282
170,7808.27,0.57199,0.67319,1.02279,0.09003,0.99242,0.99494,0.99457,0.90479,0.46556,0.50915,1.01851,0.0807,0.00067536,0.00067536,0.00067536
171,7813.71,0.57947,0.67567,1.01828,0.08615,0.99324,0.9909,0.99464,0.9022,0.46715,0.51237,1.02384,0.08231,0.000639518,0.000639518,0.000639518
172,7818.58,0.5845,0.68162,1.00885,0.08791,0.99252,0.99592,0.99487,0.9065,0.46692,0.50625,1.02807,0.0803,0.000604763,0.000604763,0.000604763
173,7970.87,0.5479,0.63197,1.02864,0.08337,0.9944,0.99429,0.99493,0.9064,0.46024,0.49747,1.02186,0.07856,0.000571106,0.000571106,0.000571106
174,7980.27,0.56303,0.65817,1.01632,0.08705,0.99438,0.9947,0.99474,0.90689,0.47184,0.50338,1.02639,0.07904,0.000538554,0.000538554,0.000538554
175,8167.73,0.58398,0.68027,1.01668,0.09092,0.99369,0.9939,0.99457,0.90843,0.47067,0.50435,1.02633,0.07638,0.000507115,0.000507115,0.000507115
176,8237.11,0.57105,0.67892,1.01526,0.08551,0.99541,0.99435,0.99444,0.90777,0.46399,0.49857,1.02434,0.07603,0.000476796,0.000476796,0.000476796
177,8249.49,0.58483,0.68455,1.0286,0.09039,0.99499,0.99407,0.99444,0.90722,0.45893,0.50032,1.02418,0.07695,0.000447606,0.000447606,0.000447606
178,8258.59,0.57194,0.67331,1.02517,0.08799,0.99337,0.99331,0.99451,0.90946,0.45951,0.50554,1.02214,0.07688,0.000419552,0.000419552,0.000419552
179,8278.29,0.57671,0.66724,1.02443,0.09053,0.99272,0.99444,0.99451,0.90885,0.46286,0.51393,1.02099,0.0765,0.00039264,0.00039264,0.00039264
180,8283.59,0.56455,0.65923,1.02553,0.08538,0.9929,0.99441,0.99457,0.91148,0.45829,0.51061,1.01835,0.07526,0.000366877,0.000366877,0.000366877
181,8290.05,0.55756,0.65556,1.02274,0.08093,0.99196,0.99469,0.99454,0.91211,0.45012,0.51231,1.01749,0.07672,0.00034227,0.00034227,0.00034227
